id	file	sub	age	sex	item	trial	setting	F0_Hz	F1_Hz	F2_Hz	F3_Hz
1	d201	d201	NA	male	baten	NA	NA	NA	1069.127	1261.281	NA
2	d201	d201	NA	male	baten	NA	NA	NA	909.261	1331.23	NA
3	d201	d201	NA	male	baten	NA	NA	NA	883.034	1432.438	NA
4	d201	d201	NA	male	beten	NA	NA	NA	306.959	1597.21	NA
5	d201	d201	NA	male	beten	NA	NA	NA	369.106	2336.614	NA
6	d201	d201	NA	male	beten	NA	NA	NA	321.547	1910.5	NA
7	d201	d201	NA	male	betten	NA	NA	NA	626.974	1581.292	NA
8	d201	d201	NA	male	betten	NA	NA	NA	606.626	1706.946	NA
9	d201	d201	NA	male	betten	NA	NA	NA	675.326	1661.669	NA
10	d201	d201	NA	male	bieten	NA	NA	NA	245.35	1329.329	NA
11	d201	d201	NA	male	bieten	NA	NA	NA	250.718	1983.407	NA
12	d201	d201	NA	male	bieten	NA	NA	NA	253.401	1256.789	NA
13	d201	d201	NA	male	bitten	NA	NA	NA	369.158	1832.817	NA
14	d201	d201	NA	male	bitten	NA	NA	NA	382.508	1920.066	NA
15	d201	d201	NA	male	bitten	NA	NA	NA	382.137	1842.474	NA
16	d201	d201	NA	male	boten	NA	NA	NA	503.887	1600.555	NA
17	d201	d201	NA	male	boten	NA	NA	NA	385.963	818.938	NA
18	d201	d201	NA	male	boten	NA	NA	NA	336.12	934.84	NA
19	d201	d201	NA	male	böten	NA	NA	NA	303.615	1269.276	NA
20	d201	d201	NA	male	böten	NA	NA	NA	332.551	1267.867	NA
21	d201	d201	NA	male	böten	NA	NA	NA	322.738	1303.584	NA
22	d201	d201	NA	male	botten	NA	NA	NA	834.4	2670.259	NA
23	d201	d201	NA	male	botten	NA	NA	NA	837.103	898.563	NA
24	d201	d201	NA	male	botten	NA	NA	NA	869.94	2816.026	NA
25	d201	d201	NA	male	buhten	NA	NA	NA	343.535	682.79	NA
26	d201	d201	NA	male	buhten	NA	NA	NA	335.338	673.139	NA
27	d201	d201	NA	male	buhten	NA	NA	NA	300.835	1245.088	NA
28	d201	d201	NA	male	butten	NA	NA	NA	452.267	897.265	NA
29	d201	d201	NA	male	butten	NA	NA	NA	440.815	885.578	NA
30	d201	d201	NA	male	butten	NA	NA	NA	418.388	948.563	NA
31	d201	d201	NA	male	fallen	NA	NA	NA	739.198	1282.1	NA
32	d201	d201	NA	male	fallen	NA	NA	NA	748.419	1311.611	NA
33	d201	d201	NA	male	fallen	NA	NA	NA	717.684	1248.603	NA
34	d201	d201	NA	male	fühlen	NA	NA	NA	338.295	1582.022	NA
35	d201	d201	NA	male	fühlen	NA	NA	NA	293.073	1631.603	NA
36	d201	d201	NA	male	fühlen	NA	NA	NA	324.775	1689.363	NA
37	d201	d201	NA	male	füllen	NA	NA	NA	487.85	1455.525	NA
38	d201	d201	NA	male	füllen	NA	NA	NA	455.854	1417.97	NA
39	d201	d201	NA	male	füllen	NA	NA	NA	456.809	1517.848	NA
40	d201	d201	NA	male	völlen	NA	NA	NA	1285.514	2471.346	NA
41	d201	d201	NA	male	völlen	NA	NA	NA	1005.598	1158.964	NA
42	d201	d201	NA	male	völlen	NA	NA	NA	1143.875	2356.227	NA
85	d203	d203	NA	female	baten	NA	NA	NA	1058.397	1272.106	NA
86	d203	d203	NA	female	baten	NA	NA	NA	1153.32	1578.933	NA
87	d203	d203	NA	female	baten	NA	NA	NA	1012.945	1304.669	NA
88	d203	d203	NA	female	beten	NA	NA	NA	324.221	1928.903	NA
89	d203	d203	NA	female	beten	NA	NA	NA	402.978	1339.788	NA
90	d203	d203	NA	female	beten	NA	NA	NA	360.874	2492.596	NA
91	d203	d203	NA	female	betten	NA	NA	NA	698.778	1956.654	NA
92	d203	d203	NA	female	betten	NA	NA	NA	642.667	1105.927	NA
93	d203	d203	NA	female	betten	NA	NA	NA	558.564	1917.898	NA
94	d203	d203	NA	female	bieten	NA	NA	NA	266.779	1581.42	NA
95	d203	d203	NA	female	bieten	NA	NA	NA	261.582	2575.969	NA
96	d203	d203	NA	female	bieten	NA	NA	NA	288.146	2713.997	NA
97	d203	d203	NA	female	bitten	NA	NA	NA	470.874	1436.616	NA
98	d203	d203	NA	female	bitten	NA	NA	NA	373.44	2060.148	NA
99	d203	d203	NA	female	bitten	NA	NA	NA	429.854	2011.302	NA
100	d203	d203	NA	female	boten	NA	NA	NA	422.34	719.15	NA
101	d203	d203	NA	female	boten	NA	NA	NA	516.023	3143.687	NA
102	d203	d203	NA	female	boten	NA	NA	NA	415.239	783.098	NA
103	d203	d203	NA	female	böten	NA	NA	NA	369.93	1700.909	NA
104	d203	d203	NA	female	böten	NA	NA	NA	354.395	1620.248	NA
105	d203	d203	NA	female	böten	NA	NA	NA	422.921	1628.141	NA
106	d203	d203	NA	female	botten	NA	NA	NA	605.217	1055.836	NA
107	d203	d203	NA	female	botten	NA	NA	NA	632.479	1141.342	NA
108	d203	d203	NA	female	botten	NA	NA	NA	648.79	1088.34	NA
109	d203	d203	NA	female	buhten	NA	NA	NA	368.376	925.309	NA
110	d203	d203	NA	female	buhten	NA	NA	NA	303.455	976.384	NA
111	d203	d203	NA	female	buhten	NA	NA	NA	314.417	1693.438	NA
112	d203	d203	NA	female	butten	NA	NA	NA	468.446	996.206	NA
113	d203	d203	NA	female	butten	NA	NA	NA	390.757	1034.663	NA
114	d203	d203	NA	female	butten	NA	NA	NA	401.628	975.498	NA
115	d203	d203	NA	female	fallen	NA	NA	NA	931.522	1481.458	NA
116	d203	d203	NA	female	fallen	NA	NA	NA	806.317	1196.394	NA
117	d203	d203	NA	female	fallen	NA	NA	NA	871.759	1615.37	NA
118	d203	d203	NA	female	fühlen	NA	NA	NA	270.276	1859.124	NA
119	d203	d203	NA	female	fühlen	NA	NA	NA	275.543	2227.338	NA
120	d203	d203	NA	female	fühlen	NA	NA	NA	286.711	2274.516	NA
121	d203	d203	NA	female	füllen	NA	NA	NA	386.707	1561.082	NA
122	d203	d203	NA	female	füllen	NA	NA	NA	420.081	1650.218	NA
123	d203	d203	NA	female	füllen	NA	NA	NA	477.783	1635.041	NA
124	d203	d203	NA	female	völlen	NA	NA	NA	571.772	1556.762	NA
125	d203	d203	NA	female	völlen	NA	NA	NA	538.007	1585.222	NA
126	d203	d203	NA	female	völlen	NA	NA	NA	703.236	1795.718	NA
127	d204	d204	NA	female	baten	NA	NA	NA	878.487	1342.259	NA
128	d204	d204	NA	female	baten	NA	NA	NA	904.095	1338	NA
129	d204	d204	NA	female	baten	NA	NA	NA	980.101	1424.579	NA
130	d204	d204	NA	female	beten	NA	NA	NA	332.843	2397.261	NA
131	d204	d204	NA	female	beten	NA	NA	NA	345.194	2414.803	NA
132	d204	d204	NA	female	beten	NA	NA	NA	379.246	2435.599	NA
133	d204	d204	NA	female	betten	NA	NA	NA	623.593	1875.407	NA
134	d204	d204	NA	female	betten	NA	NA	NA	668.495	1824.285	NA
135	d204	d204	NA	female	betten	NA	NA	NA	635.503	1418.587	NA
136	d204	d204	NA	female	bieten	NA	NA	NA	246.595	2689.78	NA
137	d204	d204	NA	female	bieten	NA	NA	NA	254.609	2462.275	NA
138	d204	d204	NA	female	bieten	NA	NA	NA	274.41	2420.81	NA
139	d204	d204	NA	female	bitten	NA	NA	NA	385.262	1909.992	NA
140	d204	d204	NA	female	bitten	NA	NA	NA	385.746	1915.665	NA
141	d204	d204	NA	female	bitten	NA	NA	NA	427.851	1957.077	NA
142	d204	d204	NA	female	boten	NA	NA	NA	393.491	698.182	NA
143	d204	d204	NA	female	boten	NA	NA	NA	359.544	675.884	NA
144	d204	d204	NA	female	boten	NA	NA	NA	370.15	719.751	NA
145	d204	d204	NA	female	böten	NA	NA	NA	332.825	1404.943	NA
146	d204	d204	NA	female	böten	NA	NA	NA	353.079	1444.529	NA
147	d204	d204	NA	female	böten	NA	NA	NA	387.681	1566.285	NA
148	d204	d204	NA	female	botten	NA	NA	NA	666.264	1058.528	NA
149	d204	d204	NA	female	botten	NA	NA	NA	844.687	884.612	NA
150	d204	d204	NA	female	botten	NA	NA	NA	760.85	1109.094	NA
151	d204	d204	NA	female	buhten	NA	NA	NA	294.037	652.248	NA
152	d204	d204	NA	female	buhten	NA	NA	NA	400.448	2442.403	NA
153	d204	d204	NA	female	buhten	NA	NA	NA	241.931	582.628	NA
154	d204	d204	NA	female	butten	NA	NA	NA	441.499	914.201	NA
155	d204	d204	NA	female	butten	NA	NA	NA	539.648	673.6	NA
156	d204	d204	NA	female	butten	NA	NA	NA	306.897	650.77	NA
157	d204	d204	NA	female	fallen	NA	NA	NA	882.122	1437.38	NA
158	d204	d204	NA	female	fallen	NA	NA	NA	813.206	1430.328	NA
159	d204	d204	NA	female	fallen	NA	NA	NA	907.951	1328.206	NA
160	d204	d204	NA	female	fühlen	NA	NA	NA	262.062	1758.089	NA
161	d204	d204	NA	female	fühlen	NA	NA	NA	306.618	1765.621	NA
162	d204	d204	NA	female	fühlen	NA	NA	NA	280.925	1637.474	NA
163	d204	d204	NA	female	füllen	NA	NA	NA	402.381	1419.788	NA
164	d204	d204	NA	female	füllen	NA	NA	NA	375.331	1359.627	NA
165	d204	d204	NA	female	füllen	NA	NA	NA	427.342	1482.647	NA
166	d204	d204	NA	female	völlen	NA	NA	NA	596.245	1413.07	NA
167	d204	d204	NA	female	völlen	NA	NA	NA	604.905	1479.616	NA
168	d204	d204	NA	female	völlen	NA	NA	NA	618.054	1422.874	NA
169	d205	d205	NA	female	baten	NA	NA	NA	903.616	1407.283	NA
170	d205	d205	NA	female	baten	NA	NA	NA	875.588	1396.534	NA
171	d205	d205	NA	female	baten	NA	NA	NA	1160.652	1179.643	NA
172	d205	d205	NA	female	beten	NA	NA	NA	323.464	1543.245	NA
173	d205	d205	NA	female	beten	NA	NA	NA	375.557	2044.94	NA
174	d205	d205	NA	female	beten	NA	NA	NA	371.565	2001.027	NA
175	d205	d205	NA	female	betten	NA	NA	NA	604.739	2039.062	NA
176	d205	d205	NA	female	betten	NA	NA	NA	694.449	2102	NA
177	d205	d205	NA	female	betten	NA	NA	NA	640.721	1377.864	NA
178	d205	d205	NA	female	bieten	NA	NA	NA	279.534	2532.536	NA
179	d205	d205	NA	female	bieten	NA	NA	NA	231.786	895.417	NA
180	d205	d205	NA	female	bieten	NA	NA	NA	291.125	2485.572	NA
181	d205	d205	NA	female	bitten	NA	NA	NA	410.848	1347.285	NA
182	d205	d205	NA	female	bitten	NA	NA	NA	430.859	1996.865	NA
183	d205	d205	NA	female	bitten	NA	NA	NA	398.949	1944.354	NA
184	d205	d205	NA	female	boten	NA	NA	NA	388.021	763.724	NA
185	d205	d205	NA	female	boten	NA	NA	NA	358.266	695.764	NA
186	d205	d205	NA	female	boten	NA	NA	NA	447.949	719.345	NA
187	d205	d205	NA	female	böten	NA	NA	NA	364.881	1653.731	NA
188	d205	d205	NA	female	böten	NA	NA	NA	423.113	1747.119	NA
189	d205	d205	NA	female	böten	NA	NA	NA	315.335	1735.737	NA
190	d205	d205	NA	female	botten	NA	NA	NA	628.523	1152.948	NA
191	d205	d205	NA	female	botten	NA	NA	NA	655.907	1222.546	NA
192	d205	d205	NA	female	botten	NA	NA	NA	735.532	1316.66	NA
193	d205	d205	NA	female	buhten	NA	NA	NA	265.848	998.436	NA
194	d205	d205	NA	female	buhten	NA	NA	NA	340.449	2124.009	NA
195	d205	d205	NA	female	buhten	NA	NA	NA	358.327	989.827	NA
196	d205	d205	NA	female	butten	NA	NA	NA	1080.731	2883.232	NA
197	d205	d205	NA	female	butten	NA	NA	NA	672.156	1019.578	NA
198	d205	d205	NA	female	butten	NA	NA	NA	813.084	2850.259	NA
199	d205	d205	NA	female	fallen	NA	NA	NA	772.171	1289.906	NA
200	d205	d205	NA	female	fallen	NA	NA	NA	838.471	1499.24	NA
201	d205	d205	NA	female	fallen	NA	NA	NA	782.862	1497.556	NA
202	d205	d205	NA	female	fühlen	NA	NA	NA	310.001	1760.583	NA
203	d205	d205	NA	female	fühlen	NA	NA	NA	292.485	1396.915	NA
204	d205	d205	NA	female	fühlen	NA	NA	NA	303.558	1741.471	NA
205	d205	d205	NA	female	füllen	NA	NA	NA	441.606	1634.156	NA
206	d205	d205	NA	female	füllen	NA	NA	NA	444.292	1575.845	NA
207	d205	d205	NA	female	füllen	NA	NA	NA	516.72	1650.272	NA
208	d205	d205	NA	female	völlen	NA	NA	NA	520.663	1592.77	NA
209	d205	d205	NA	female	völlen	NA	NA	NA	573.183	1654.226	NA
210	d205	d205	NA	female	völlen	NA	NA	NA	699.94	1648.531	NA
211	d206	d206	NA	female	baten	NA	NA	NA	1058.405	1368.984	NA
212	d206	d206	NA	female	baten	NA	NA	NA	706.483	1141.213	NA
213	d206	d206	NA	female	baten	NA	NA	NA	850.883	1257.561	NA
214	d206	d206	NA	female	beten	NA	NA	NA	363.476	2370.513	NA
215	d206	d206	NA	female	beten	NA	NA	NA	334.054	1622.085	NA
216	d206	d206	NA	female	beten	NA	NA	NA	346.888	1870.532	NA
217	d206	d206	NA	female	betten	NA	NA	NA	754.62	2025.567	NA
218	d206	d206	NA	female	betten	NA	NA	NA	693.976	2056.881	NA
219	d206	d206	NA	female	betten	NA	NA	NA	504.559	703.905	NA
220	d206	d206	NA	female	bieten	NA	NA	NA	270.919	2470.94	NA
221	d206	d206	NA	female	bieten	NA	NA	NA	244.274	2523.63	NA
222	d206	d206	NA	female	bieten	NA	NA	NA	238.173	2554.506	NA
223	d206	d206	NA	female	bitten	NA	NA	NA	414.324	1969.05	NA
224	d206	d206	NA	female	bitten	NA	NA	NA	401.639	2118.954	NA
225	d206	d206	NA	female	bitten	NA	NA	NA	404.517	1991.622	NA
226	d206	d206	NA	female	boten	NA	NA	NA	368.56	793.925	NA
227	d206	d206	NA	female	boten	NA	NA	NA	357.629	836.599	NA
228	d206	d206	NA	female	boten	NA	NA	NA	346.9	965.494	NA
229	d206	d206	NA	female	böten	NA	NA	NA	385.082	1904.898	NA
230	d206	d206	NA	female	böten	NA	NA	NA	335.774	1892.227	NA
231	d206	d206	NA	female	böten	NA	NA	NA	371.052	1835.669	NA
232	d206	d206	NA	female	botten	NA	NA	NA	732.001	1276.359	NA
233	d206	d206	NA	female	botten	NA	NA	NA	784.222	1315.669	NA
234	d206	d206	NA	female	botten	NA	NA	NA	692.052	1043.457	NA
235	d206	d206	NA	female	buhten	NA	NA	NA	275	1320.129	NA
236	d206	d206	NA	female	buhten	NA	NA	NA	327.598	922.78	NA
237	d206	d206	NA	female	buhten	NA	NA	NA	366.026	1392.208	NA
238	d206	d206	NA	female	butten	NA	NA	NA	439.894	1255.783	NA
239	d206	d206	NA	female	butten	NA	NA	NA	447.704	1256.776	NA
240	d206	d206	NA	female	butten	NA	NA	NA	410.998	1134.115	NA
241	d206	d206	NA	female	fallen	NA	NA	NA	1027.641	1471.834	NA
242	d206	d206	NA	female	fallen	NA	NA	NA	1049.319	1594.961	NA
243	d206	d206	NA	female	fallen	NA	NA	NA	944.781	1652.621	NA
244	d206	d206	NA	female	fühlen	NA	NA	NA	277.739	1778.674	NA
245	d206	d206	NA	female	fühlen	NA	NA	NA	259.943	1806.332	NA
246	d206	d206	NA	female	fühlen	NA	NA	NA	324.149	1826.172	NA
247	d206	d206	NA	female	füllen	NA	NA	NA	328.958	1774.48	NA
248	d206	d206	NA	female	füllen	NA	NA	NA	414.212	1677.499	NA
249	d206	d206	NA	female	füllen	NA	NA	NA	368.828	1863.128	NA
250	d206	d206	NA	female	völlen	NA	NA	NA	664.963	1463.774	NA
251	d206	d206	NA	female	völlen	NA	NA	NA	632.328	1215.104	NA
252	d206	d206	NA	female	völlen	NA	NA	NA	707.604	1185.291	NA
253	d209	d209	NA	female	baten	NA	NA	NA	589.188	1444.541	NA
254	d209	d209	NA	female	baten	NA	NA	NA	774.489	1167.76	NA
255	d209	d209	NA	female	baten	NA	NA	NA	784.802	1363.647	NA
256	d209	d209	NA	female	beten	NA	NA	NA	371.192	2761.641	NA
257	d209	d209	NA	female	beten	NA	NA	NA	391.153	2707.129	NA
258	d209	d209	NA	female	beten	NA	NA	NA	424.882	2629.175	NA
259	d209	d209	NA	female	betten	NA	NA	NA	698.351	2036.806	NA
260	d209	d209	NA	female	betten	NA	NA	NA	720.936	2059.503	NA
261	d209	d209	NA	female	betten	NA	NA	NA	734.834	2139.993	NA
262	d209	d209	NA	female	bieten	NA	NA	NA	241.922	2577.793	NA
263	d209	d209	NA	female	bieten	NA	NA	NA	245.153	2728.281	NA
264	d209	d209	NA	female	bieten	NA	NA	NA	248.688	2653.878	NA
265	d209	d209	NA	female	bitten	NA	NA	NA	426.523	2102.914	NA
266	d209	d209	NA	female	bitten	NA	NA	NA	467.026	1971.346	NA
267	d209	d209	NA	female	bitten	NA	NA	NA	467.62	2141.822	NA
268	d209	d209	NA	female	boten	NA	NA	NA	415.151	769.267	NA
269	d209	d209	NA	female	boten	NA	NA	NA	349.21	599.688	NA
270	d209	d209	NA	female	boten	NA	NA	NA	416.994	714.048	NA
271	d209	d209	NA	female	böten	NA	NA	NA	456.755	1760.994	NA
272	d209	d209	NA	female	böten	NA	NA	NA	415.853	1803.472	NA
273	d209	d209	NA	female	böten	NA	NA	NA	457.647	1733.498	NA
274	d209	d209	NA	female	botten	NA	NA	NA	633.506	1100.609	NA
275	d209	d209	NA	female	botten	NA	NA	NA	659.663	1119.911	NA
276	d209	d209	NA	female	botten	NA	NA	NA	684.734	1253.043	NA
277	d209	d209	NA	female	buhten	NA	NA	NA	264.851	697.766	NA
278	d209	d209	NA	female	buhten	NA	NA	NA	294.397	694.688	NA
279	d209	d209	NA	female	buhten	NA	NA	NA	305.576	766.876	NA
280	d209	d209	NA	female	butten	NA	NA	NA	450.454	1128.153	NA
281	d209	d209	NA	female	butten	NA	NA	NA	443.105	1062.313	NA
282	d209	d209	NA	female	butten	NA	NA	NA	479.565	1216.571	NA
283	d209	d209	NA	female	fallen	NA	NA	NA	1166.821	2944.812	NA
284	d209	d209	NA	female	fallen	NA	NA	NA	1236.879	1522.226	NA
285	d209	d209	NA	female	fallen	NA	NA	NA	1199.04	1372.51	NA
286	d209	d209	NA	female	fühlen	NA	NA	NA	280.344	1832.777	NA
287	d209	d209	NA	female	fühlen	NA	NA	NA	298.804	1975.844	NA
288	d209	d209	NA	female	fühlen	NA	NA	NA	284.433	1934.073	NA
289	d209	d209	NA	female	füllen	NA	NA	NA	530.357	1757.932	NA
290	d209	d209	NA	female	füllen	NA	NA	NA	477.631	1684.191	NA
291	d209	d209	NA	female	füllen	NA	NA	NA	476.97	1860.628	NA
292	d209	d209	NA	female	völlen	NA	NA	NA	708.051	966.056	NA
293	d209	d209	NA	female	völlen	NA	NA	NA	696.438	1826.562	NA
294	d209	d209	NA	female	völlen	NA	NA	NA	724.989	1965.826	NA
379	d213	d213	NA	male	baten	NA	NA	NA	733.353	910.683	NA
380	d213	d213	NA	male	baten	NA	NA	NA	764.819	1048.465	NA
381	d213	d213	NA	male	baten	NA	NA	NA	745.584	1187.631	NA
382	d213	d213	NA	male	beten	NA	NA	NA	286.879	2095.647	NA
383	d213	d213	NA	male	beten	NA	NA	NA	299.354	1918.99	NA
384	d213	d213	NA	male	beten	NA	NA	NA	295.288	2071.613	NA
385	d213	d213	NA	male	betten	NA	NA	NA	436.553	1654.734	NA
386	d213	d213	NA	male	betten	NA	NA	NA	433.879	1766.441	NA
387	d213	d213	NA	male	betten	NA	NA	NA	427.949	1617.622	NA
388	d213	d213	NA	male	bieten	NA	NA	NA	263.129	1819.487	NA
389	d213	d213	NA	male	bieten	NA	NA	NA	277.721	1939.002	NA
390	d213	d213	NA	male	bieten	NA	NA	NA	268.422	1655.281	NA
391	d213	d213	NA	male	bitten	NA	NA	NA	317.381	1775.824	NA
392	d213	d213	NA	male	bitten	NA	NA	NA	318.712	1802.403	NA
393	d213	d213	NA	male	bitten	NA	NA	NA	317.131	1784.998	NA
394	d213	d213	NA	male	boten	NA	NA	NA	313.965	914.57	NA
395	d213	d213	NA	male	boten	NA	NA	NA	319.184	878.412	NA
396	d213	d213	NA	male	boten	NA	NA	NA	296.182	772.198	NA
397	d213	d213	NA	male	böten	NA	NA	NA	280.605	1542.105	NA
398	d213	d213	NA	male	böten	NA	NA	NA	294.28	1329.675	NA
399	d213	d213	NA	male	böten	NA	NA	NA	295.77	1485.494	NA
400	d213	d213	NA	male	botten	NA	NA	NA	533.201	1054.064	NA
401	d213	d213	NA	male	botten	NA	NA	NA	547.126	1052.06	NA
402	d213	d213	NA	male	botten	NA	NA	NA	528.225	1077.78	NA
403	d213	d213	NA	male	buhten	NA	NA	NA	290.26	938.841	NA
404	d213	d213	NA	male	buhten	NA	NA	NA	277.898	1207.62	NA
405	d213	d213	NA	male	buhten	NA	NA	NA	292.03	856.123	NA
406	d213	d213	NA	male	butten	NA	NA	NA	325.564	1068.304	NA
407	d213	d213	NA	male	butten	NA	NA	NA	321.001	1070.117	NA
408	d213	d213	NA	male	butten	NA	NA	NA	332.232	1085.387	NA
409	d213	d213	NA	male	fallen	NA	NA	NA	396.911	1444.372	NA
410	d213	d213	NA	male	fallen	NA	NA	NA	288.523	1526.745	NA
411	d213	d213	NA	male	fallen	NA	NA	NA	458.168	1377.259	NA
412	d213	d213	NA	male	fühlen	NA	NA	NA	285.678	1614.859	NA
413	d213	d213	NA	male	fühlen	NA	NA	NA	268.752	1617.935	NA
414	d213	d213	NA	male	fühlen	NA	NA	NA	272.842	1479.017	NA
415	d213	d213	NA	male	füllen	NA	NA	NA	338.274	1562.216	NA
416	d213	d213	NA	male	füllen	NA	NA	NA	311.899	1537.52	NA
417	d213	d213	NA	male	füllen	NA	NA	NA	319.049	1562.59	NA
418	d213	d213	NA	male	völlen	NA	NA	NA	418.147	1546.312	NA
419	d213	d213	NA	male	völlen	NA	NA	NA	413.051	1495.241	NA
420	d213	d213	NA	male	völlen	NA	NA	NA	377.848	1536.069	NA
505	d216	d216	NA	female	baten	NA	NA	NA	839.437	1417.477	NA
506	d216	d216	NA	female	baten	NA	NA	NA	1028.29	1152.759	NA
507	d216	d216	NA	female	baten	NA	NA	NA	844.822	1601.99	NA
508	d216	d216	NA	female	beten	NA	NA	NA	377.327	2274.772	NA
509	d216	d216	NA	female	beten	NA	NA	NA	374.773	2236.957	NA
510	d216	d216	NA	female	beten	NA	NA	NA	350.67	1757.827	NA
511	d216	d216	NA	female	betten	NA	NA	NA	570.81	1848.567	NA
512	d216	d216	NA	female	betten	NA	NA	NA	678.081	1856.904	NA
513	d216	d216	NA	female	betten	NA	NA	NA	660.955	1787.073	NA
514	d216	d216	NA	female	bieten	NA	NA	NA	295.142	2571.299	NA
515	d216	d216	NA	female	bieten	NA	NA	NA	1278.556	3015.069	NA
516	d216	d216	NA	female	bieten	NA	NA	NA	2508.104	3465.573	NA
517	d216	d216	NA	female	bitten	NA	NA	NA	481.614	1874.906	NA
518	d216	d216	NA	female	bitten	NA	NA	NA	470.719	1781.779	NA
519	d216	d216	NA	female	bitten	NA	NA	NA	426.869	1895.399	NA
520	d216	d216	NA	female	boten	NA	NA	NA	465.106	784.995	NA
521	d216	d216	NA	female	boten	NA	NA	NA	383.613	759.4	NA
522	d216	d216	NA	female	boten	NA	NA	NA	399.481	781.766	NA
523	d216	d216	NA	female	böten	NA	NA	NA	370.267	1589.165	NA
524	d216	d216	NA	female	böten	NA	NA	NA	386.658	1511.875	NA
525	d216	d216	NA	female	böten	NA	NA	NA	403.152	1712.764	NA
526	d216	d216	NA	female	botten	NA	NA	NA	610.771	1106.199	NA
527	d216	d216	NA	female	botten	NA	NA	NA	657.859	1101.34	NA
528	d216	d216	NA	female	botten	NA	NA	NA	642.247	1287.137	NA
529	d216	d216	NA	female	buhten	NA	NA	NA	440.631	625.933	NA
530	d216	d216	NA	female	buhten	NA	NA	NA	406.082	603.982	NA
531	d216	d216	NA	female	buhten	NA	NA	NA	482.124	1839.547	NA
532	d216	d216	NA	female	butten	NA	NA	NA	509.564	1128.108	NA
533	d216	d216	NA	female	butten	NA	NA	NA	453.028	1242.201	NA
534	d216	d216	NA	female	butten	NA	NA	NA	456.943	1119.156	NA
535	d216	d216	NA	female	fallen	NA	NA	NA	738.371	1105.206	NA
536	d216	d216	NA	female	fallen	NA	NA	NA	715.164	1374.043	NA
537	d216	d216	NA	female	fallen	NA	NA	NA	719.824	1379.928	NA
538	d216	d216	NA	female	fühlen	NA	NA	NA	329.204	1772.77	NA
539	d216	d216	NA	female	fühlen	NA	NA	NA	312.025	1958.526	NA
540	d216	d216	NA	female	fühlen	NA	NA	NA	327.518	1747.821	NA
541	d216	d216	NA	female	füllen	NA	NA	NA	469.531	1527.386	NA
542	d216	d216	NA	female	füllen	NA	NA	NA	496.033	1578.279	NA
543	d216	d216	NA	female	füllen	NA	NA	NA	462.619	1611.966	NA
544	d216	d216	NA	female	völlen	NA	NA	NA	602.378	1467.848	NA
545	d216	d216	NA	female	völlen	NA	NA	NA	613.652	1560.606	NA
546	d216	d216	NA	female	völlen	NA	NA	NA	615.91	1628.397	NA
588	d220	d220	NA	female	baten	NA	NA	NA	1089.192	1378.137	NA
589	d220	d220	NA	female	baten	NA	NA	NA	1022.379	1425.354	NA
590	d220	d220	NA	female	baten	NA	NA	NA	607.47	1094.89	NA
591	d220	d220	NA	female	beten	NA	NA	NA	552.127	1210.12	NA
592	d220	d220	NA	female	beten	NA	NA	NA	526.279	1264.013	NA
593	d220	d220	NA	female	beten	NA	NA	NA	548.769	880.234	NA
594	d220	d220	NA	female	beten	NA	NA	NA	412.98	2623.535	NA
595	d220	d220	NA	female	beten	NA	NA	NA	422.244	2520.723	NA
596	d220	d220	NA	female	beten	NA	NA	NA	409.271	2753.243	NA
597	d220	d220	NA	female	betten	NA	NA	NA	478.648	947.849	NA
598	d220	d220	NA	female	betten	NA	NA	NA	547.112	971.631	NA
599	d220	d220	NA	female	betten	NA	NA	NA	542.987	1311.217	NA
600	d220	d220	NA	female	bieten	NA	NA	NA	397.182	2628.079	NA
601	d220	d220	NA	female	bieten	NA	NA	NA	467.691	1149.203	NA
602	d220	d220	NA	female	bieten	NA	NA	NA	443.624	1593.459	NA
603	d220	d220	NA	female	bitten	NA	NA	NA	412.495	668.781	NA
604	d220	d220	NA	female	bitten	NA	NA	NA	442.284	1028.124	NA
605	d220	d220	NA	female	bitten	NA	NA	NA	435.103	1043.046	NA
606	d220	d220	NA	female	boten	NA	NA	NA	411.908	507.041	NA
607	d220	d220	NA	female	boten	NA	NA	NA	410.049	637.126	NA
608	d220	d220	NA	female	boten	NA	NA	NA	428.346	1356.317	NA
609	d220	d220	NA	female	böten	NA	NA	NA	431.026	1702.21	NA
610	d220	d220	NA	female	böten	NA	NA	NA	437.594	1781.792	NA
611	d220	d220	NA	female	böten	NA	NA	NA	409.854	1833.761	NA
612	d220	d220	NA	female	botten	NA	NA	NA	571.798	1004.657	NA
613	d220	d220	NA	female	botten	NA	NA	NA	592.671	993.49	NA
614	d220	d220	NA	female	botten	NA	NA	NA	525.466	884.818	NA
615	d220	d220	NA	female	buhten	NA	NA	NA	593.311	912.518	NA
616	d220	d220	NA	female	buhten	NA	NA	NA	462.34	999.43	NA
617	d220	d220	NA	female	buhten	NA	NA	NA	434.161	724.487	NA
618	d220	d220	NA	female	butten	NA	NA	NA	434.366	1121.403	NA
619	d220	d220	NA	female	butten	NA	NA	NA	437.567	1081.572	NA
620	d220	d220	NA	female	butten	NA	NA	NA	420.843	1090.617	NA
621	d220	d220	NA	female	fallen	NA	NA	NA	459.658	1085.335	NA
622	d220	d220	NA	female	fallen	NA	NA	NA	470.615	928.247	NA
623	d220	d220	NA	female	fallen	NA	NA	NA	535.412	1037.593	NA
